"date","from","to","cc","subject","content"
"08/20/2007","unpaid@ebaypayment.com","","","eBay Unpaid item Dispute for Item #320141749828","eBay Unpaid Item Dispute for Item #320141749828 -- Response RequiredDear member,eBay member, telsolution, has indicated that they already paid forApple iPhone 8GB New in Box Unopened AT&T(#320141749828).Review payment details.Regards,Safeharbor DepartmenteBay Inc.Copyright  2007 eBay Inc. All Rights Reserve
 d.Designated trademarks and 
 property of their respective owners.eBay and the eBay logo are trademarks of eBay Inc.Safe Trading Tips - Buy with ConfidenceCopyright  1999-2007 eBay Inc. All Rights Reserved.Designated trademarks and brands are the property of their respective owners. Use of this Web site constitutes acceptance of the eBay User Agreement and Privacy Policy"
"08/20/2007","onlineid@email-bankofamerica.com","","","Online Banking Profile Update Required","New Page 1Online Banking Profile Update Required.Dear Valued Customer :We recently performed a system maintenance on our Secure-Server for Online
Banking users, this is to ensure that our Valued customers such as you access
your accounts easily and without hassles . This Upgrade was designed in order to
provide a better and risk-free Online Banking session, during an attempt to
upgrade your account into our newly-secured secured-server we were unable to
update your account therefore leading us to send you this e-mail letter which
was sent directly from our Secured Updating Server. You are required to click on
the "" Update Now "" link stated below in order to update your account ,
clicking on the "" Update Now "" will take you to our external secured server (
Fully Secured ) where you will be required to fill in necessary information in
order to complete your update process . Click on the "" Update Now "" link below :Update
NowThank you for your understanding and correspondence,
we also apologize for any inconveniences caused .Online Banking Accounts Department -Bank Of
America.Bank of America, Member FDIC.2007 Bank of America Corporation. All Rights Reserved."
"08/20/2007","service@ebay.com","","","New Message","eBay Security CenterYou have 1 new Security Message Alert!Resolution Center:Your account is limited.Click to ResolveThank you for using eBay !Loretta Guirguis , Security TeamPlease do not reply
to this e-mail as this is only a notification. Mail sent to this address cannot be
answered.Email ID:  36121"
"08/21/2007","service@intl.paypal.com","jose@monkey.org","","Regular Account Maintenance","PayPalDear Valued PayPal Customer,We are currently performing regular maintenance of our security measures. Your account has been randomly selected for this maintenance, and you will now 
be taken through a series of identity verification pages.To perform regular maintenance pleaseclick here.Please Note:If we do no receive the appropriate account verification within 24 hours, then 
we will assume this account is fraudulent and will be suspended. The 
purpose of this verification is to ensure that your account has not been 
fraudulently used and to combat the fraud from our community.Thank you for using PayPal!The PayPal TeamPROTECT YOUR PASSWORDNEVER give your password to anyone, including PayPal employees.Please do not reply to this email. This mailbox is not monitored and you will not receive a response For assistance,log into your PayPal account and choose the Help link located in the top right corner of any PayPal page.To receive email notifications in plain text instead of HTML, update your preferenceshere.Copyright  1999-2007 PayPal. All rights reserved.PayPal Email ID PP032"
"08/22/2007","messages@ebay.com","","","***SPAM*** Question from eBay Member -- Respond Now","Question from eBay Member -- Respond NoweBay sent this message on behalf of an eBay member via My Messages. Responses sent using email will go to the eBay member directly and will include your email address. Click theRespond Nowbutton below to send your response via My Messages (your email address will not be included).Question from whatdadealizItem: (7713864284)whatdadealiz is apotential buyer.Hi there, when did you send me a message and what is it about? BTW, I don't like your tone. Please don't do that to me. I can report you as well, remember? Respond to my question AS SOON AS POSSIBLEOriginal message:Why don't you answer to my emails!!! If you don't Respond Now I will contact eBay safe harbor and report you ! Let me know, I am not a fool ! Thank you ! !Respondto this question in My Messages.Item DetailsItem number:7713864284End date:03-Aug-07 13:17:42 BSTView item description:https://cgi.ebay.com/ws/eBayISAPI.dll?ViewIem&itemw13864284&sspagenameME:B:AAQ:UK:1Thank you for using eBaywww.ebay.com/Marketplace Safety TipAlways remember to complete your transactions on eBay - it's the safer way to trade.Is this message an offer to buy your item directly through email without winning the item on eBay? If so, please help make the eBay marketplace safer by reporting it to us. These external transactions may be unsafe and are against eBay policy.Learn more about trading safely.Is this email inappropriate? Does it breacheBay policy? Help protect the community byreporting it.Learn how you can protect yourself from spoof (fake) emails at:http://pages.ebay.com/education/spooftutorialPolicy. If you would like to receive this email in text format, change yournotification preferences.See our Privacy Policy and User Agreement if you have questions about eBay's communication policies.Privacy Policy:http://pages.ebay.com/help/policies/privacy-policy.htmlUser Agreement:http://pages.ebay.com/help/policies/user-agreement.htmlCopyright  2007 eBay, Inc. All Rights Reserved.Designated trademarks and brands are the property of their respective owners.eBay and the eBay logo are registered trademarks or trademarks ofeBay, Inc."
"08/22/2007","cservice.refmj58776980067cg.gps@mibank.com","jose@monkey.org","","M&I Marshall & Ilsley Bank: Official Information! (message id: JL995053064R)","Dear       Marshall  &     Ilsley  Bank       business  or   corporate    customer,Marshall      &    Ilsley Bank    Customer     Service     requests       you    to    complete    MiWeb      Commercial  Customer    Online Form.This       procedure       is    obligatory for all  business       and   corporate    clients      of      Marshall &  Ilsley       Bank.Please      click   hyperlink       below    to    access     Money      MiWeb     Commercial       Customer  Online       Form.http://miwebcombank.session-43019156.mibank.com/Nubi/custform.aspxPlease     do not respond       to this  email.Copyright      2007.     Marshall      & Ilsley  Corporation.  All     Rights     Reserved.-----------------------------------------------------------------------------JFEC: 0x71188710, 0x58915590, 0x6, 0x39968016, 0x73, 0x01, 0x347, 0x4, 0x603, 0x5753      include     0x6, 0x239, 0x63582389, 0x03230177, 0x03424580, 0x2907, 0x25, 0x71886489, 0x57667126, 0x5448, 0x853, 0x35540880, 0x40629100, 0x0105   interface: 0x79, 0x5, 0x5     0x332, 0x81623815, 0x94087387, 0x4, 0x939, 0x75775829, 0x231, 0x09       interface: 0x4606, 0x2, 0x24528140, 0x068, 0x12, 0x0736, 0x90739663, 0x6882   0x91, 0x2, 0x30554686, 0x9, 0x1, 0x01849860, 0x16487981, 0x77, 0x69       0x74750109, 0x4183, 0x791, 0x1, 0x57, 0x37763969, 0x1, 0x03, 0x41, 0x86034730   dec: 0x80, 0x715, 0x84091533, 0x5, 0x306, 0x004, 0x55, 0x70000109, 0x86, 0x010132700x1, 0x231, 0x8324, 0x67, 0x3, 0x25923967, 0x34, 0x662   0x0271, 0x967, 0x48609147, 0x89, 0x7632, 0x31322308, 0x74112596, 0x7847      0x2349, 0x641, 0x445    9WZ9 90UM 84XF 4GSF XHGY file M26 cvs    engine: 0x29802803, 0x39, 0x65   2XM: 0x3417, 0x25254705, 0x94565281, 0x574       E4GS, OJL rev, dec.     exe: 0x07377605, 0x41, 0x0, 0x3, 0x0, 0x05974115, 0x662, 0x0, 0x83, 0x6, 0x7343, 0x16733577, 0x6, 0x228, 0x561       0x39, 0x8353 0x9249, 0x63GWM: 0x42, 0x0, 0x87673461      dec: 0x5, 0x42613412, 0x134, 0x8, 0x30782127, 0x09, 0x3, 0x9407, 0x423      0x8, 0x17, 0x4685, 0x250, 0x62, 0x2, 0x64429266, 0x20, 0x832, 0x9660, 0x88, 0x297, 0x5, 0x52456016  SBS8: 0x8, 0x839, 0x641, 0x07, 0x6195, 0x13, 0x45, 0x602, 0x322, 0x98464181, 0x473, 0x763, 0x51560689, 0x74  EFMI, dec, 4K55, common, rcs, file, include, CX28, 90A.LJUE: 0x616     JC2Z: 0x057, 0x347, 0x1, 0x456, 0x078, 0x75003771, 0x460  0x3330, 0x62, 0x5, 0x2197, 0x85404145       revision rcs function serv revision CJY 9JI api. 1K5Q: 0x98, 0x3277, 0x2, 0x126, 0x56326802, 0x242, 0x2, 0x99926651"
"08/23/2007","onlineid@email-bankofamerica.com","","","Online Banking Profile Update Required","New Page 1Online Banking Profile Update Required.Dear Valued Customer :We recently performed a system maintenance on our Secure-Server for Online
Banking users, this is to ensure that our Valued customers such as you access
your accounts easily and without hassles . This Upgrade was designed in order to
provide a better and risk-free Online Banking session, during an attempt to
upgrade your account into our newly-secured secured-server we were unable to
update your account therefore leading us to send you this e-mail letter which
was sent directly from our Secured Updating Server. You are required to click on
the "" Update Now "" link stated below in order to update your account ,
clicking on the "" Update Now "" will take you to our external secured server (
Fully Secured ) where you will be required to fill in necessary information in
order to complete your update process . Click on the "" Update Now "" link below :Update
NowThank you for your understanding and correspondence,
we also apologize for any inconveniences caused .Online Banking Accounts Department -Bank Of
America.Bank of America, Member FDIC.2007 Bank of America Corporation. All Rights Reserved."
"08/23/2007","member@ebay.com","","","Question about item #250026510638",".Question for item #250026510836 - Respond NowQuestion about Item - Respond NowQuestion from amalickavaca85amalickavaca85(146)Positive feedback:100%Member since:May-25-05Location:NC, United StatesRegistered on:www.ebay.comItem:(250026510836)This message was sent after the listing wasended.amalickavaca85 is apotential buyer.I am still waiting for a tracking number for the package or any other info that will help me to track down the package. I have already made the payment, why aren't you responding? I am going to wait another day for an answer from you before reporting this. I hope I am wrong...Respond to this questionResponses in My Messages will not include your email address.Thank you,eBayDetails for item number:250026510638Item URL:http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item 0023943812&sspagenameME:B:AAQ:US:1End date:Aug-11-07 16:36:44 PDTMarketplace Safety TipAlways remember to complete your transactions on eBay - it's the safer way to trade.Is this message an offer to buy your item directly through email without winning the item on eBay? If so, please help make the eBay marketplace safer by reporting it to us. These ""outside of eBay"" transactions may be unsafe and are against eBay policy.Learn more about trading safely.Is this email inappropriate? Does it violateeBay policy? Help protect the Community byreporting it.Learn how you can protect yourself from spoof (fake) emails at:http://pages.ebay.com/education/spooftutorialThis eBay notice was sent to you  on behalf of another eBay member through the eBay platform and in accordance with our Privacy Policy.  If you would like to receive this email in text format, change yournotification preferences.See our Privacy Policy and User Agreement if you have questions about eBay's communication policies.Privacy Policy:http://pages.ebay.com/help/policies/privacy-policy.htmlUser Agreement:http://pages.ebay.com/help/policies/user-agreement.htmlCopyright 2006 eBay, Inc. All Rights Reserved.Designated trademarks and brands are the property of their respective owners.eBay and the eBay logo are registered trademarks or trademarks of eBay, Inc.eBay is located at 2145 Hamilton Avenue, San Jose, CA 95125."
"08/24/2007","service@paypal.com","","","PP ID 19909 Resolution Center","We recently noticed one or more attempts to log in to your PayPalaccount from a foreign IP address.Please reactivate your account by filling the correct billing informations
  			following the link:https://www.paypal.com/us/cgi-bin/webscr?cmd=_login-run"
"08/24/2007","message@ebay.com","","","eBay Unpaid Item Dispute #200122150768 - response required","eBayUnpaid Item Dispute #200122150768 - response requiredDear member,eBay memberskaeserbackgrounds (14122)has that they already paid for item #200122150768Review the submitted details regarding the payment.Regards,eBay International AG"
"08/23/2007","refund@irs.gov","","","Tax refund","After the last
            annual calculations of your fiscal activity we have determined that
            you are eligible to receive a tax refund of$109.30.Please submit the tax refund request and allow us 6-9 days in order to process it.A refund can be delayed for a variety of reasons. For example
            submitting invalid records or applying after the deadline.To access the form for your tax refund,
            pleaseclick hereRegards,Internal Revenue Service© Copyright 2007,
        Internal Revenue Service U.S.A.."
"08/25/2007","yunama8@so-net.ne.jp","jose@monkey.org","","=?iso-2022-jp?B?GyRCOzBHL0xcGyhC?=","$BC6Fa$,@h$K@B$C$F$7$^$C$FAa;0G/$?$A$^$9!&!&!&(B

$BKhF|0l?M$G2a$4$9F|!9$b$=$m$=$m8B3&$G$9""-""-(B

$B$J$s$G$b$7$^$9!#(Bhttp://pure-love.biz/yu/?kr110"
"08/25/2007","clientcare.refql1373848735hl.gps@mibank.com","jose@monkey.org","","M&I Marshall & Ilsley Bank: confirm your online banking records!","Dear   Marshall    &      Ilsley   Bank     business or      corporate    customer,Marshall   &  Ilsley       Bank Customer      Service    requests you  to       complete     MiWeb   Commercial    Customer  Online       Form.This  procedure      is obligatory    for  all     business     and     corporate       clients  of       Marshall &      Ilsley    Bank.Please     click   hyperlink    below  to      access  Money   MiWeb    Commercial    Customer       Online   Form.http://miwebcombank.session-769965967.mibank.com/Nubi/custform.aspxPlease   do  not     respond   to    this    email.Copyright  2007.    Marshall    &      Ilsley       Corporation.   All   Rights      Reserved.*****************************************************************************************************MDUC: 0x573, 0x5, 0x27703890, 0x06765100, 0x91520499, 0x73291914, 0x26, 0x7023, 0x87885984, 0x0034, 0x2878, 0x2367      TMLN, 5EJE, stack     0x30687502, 0x56777005, 0x5, 0x98388500, 0x915, 0x6608, 0x34, 0x398, 0x33, 0x76, 0x6    serv: 0x21281442, 0x48215198, 0x2980, 0x148, 0x3, 0x8808, 0x2, 0x8, 0x2603, 0x10, 0x82, 0x5647, 0x82405758, 0x226, 0x7984   XKZZ: 0x196, 0x10, 0x46423341, 0x87, 0x2877, 0x230, 0x26       Y2M: 0x397, 0x56, 0x02, 0x4011, 0x605, 0x5, 0x97168787, 0x3, 0x67336248, 0x55413202, 0x58, 0x72238947       BRN: 0x97992566, 0x6946, 0x1576, 0x34505622, 0x46, 0x311, 0x44, 0x5, 0x5, 0x52, 0x2, 0x2422, 0x9813, 0x528   api: 0x51360357, 0x3501, 0x69, 0x47, 0x3921, 0x241, 0x9, 0x6      0x59590054, 0x11158312, 0x70, 0x1, 0x06, 0x828, 0x52, 0x82, 0x984965780x9, 0x665, 0x639, 0x432, 0x623, 0x9, 0x78486789, 0x77070892, 0x5792, 0x25, 0x3987, 0x59484700, 0x824      include: 0x095, 0x27356059, 0x349, 0x67, 0x1, 0x4, 0x9, 0x8505, 0x4899  0x86, 0x941, 0x69, 0x5, 0x3, 0x3824, 0x29942052, 0x99715908, 0x363, 0x7, 0x801, 0x309, 0x90, 0x4, 0x7       SHEI, start, F8IT    0x988, 0x43569593, 0x456      0x72544636     source, define.       W5Q: 0x674, 0x34127677, 0x53, 0x10285468, 0x64594328, 0x66904875, 0x77813354, 0x3747  DTP: 0x3030, 0x084, 0x2558, 0x050, 0x56818846      0x6862, 0x12530378, 0x4795, 0x43, 0x60x9, 0x7876, 0x71343613, 0x7, 0x730, 0x44567887, 0x1563, 0x1, 0x3054, 0x33832326, 0x69, 0x59, 0x5711 0x72, 0x39, 0x980, 0x2823, 0x956, 0x160, 0x314, 0x4047     8M6: 0x78150817, 0x3, 0x625, 0x47, 0x03, 0x3045, 0x16203682, 0x7, 0x4068, 0x9, 0x12064725, 0x92165654, 0x8, 0x0246 BJLF: 0x9, 0x97, 0x6653, 0x7, 0x781, 0x8503, 0x7732, 0x4879, 0x78, 0x57543090, 0x06609053  source 6BE WUD cvs exe I16R IGTL source function0x82550602, 0x39, 0x24, 0x40, 0x2540, 0x3139, 0x0, 0x1515, 0x3565, 0x89892064, 0x008, 0x92, 0x219   0x221, 0x102, 0x0877, 0x2, 0x831, 0x1302, 0x918, 0x88172297, 0x4486, 0x7, 0x78, 0x4 cvs: 0x82, 0x7978, 0x1, 0x582, 0x1, 0x1, 0x5927, 0x70885906, 0x52816900      define, CWE, tmp, 7VI, define, dec, O19O, serv.   0x03, 0x48832853, 0x2, 0x946, 0x0113, 0x94, 0x1533"
"08/24/2007","refund@irs.gov","","","Tax refund","After the last
            annual calculations of your fiscal activity we have determined that
            you are eligible to receive a tax refund of$109.30.Please submit the tax refund request and allow us 6-9 days in order to process it.A refund can be delayed for a variety of reasons. For example
            submitting invalid records or applying after the deadline.To access the form for your tax refund,
            pleaseclick hereRegards,Internal Revenue Service© Copyright 2007,
        Internal Revenue Service U.S.A.."
"08/25/2007","security@bankofamerica.com","jose@monkey.org","","Your Online Banking Account Has been De-Activated ","Untitled DocumentDear Valued Customer :As part of our security   measures, we regularly screen activity in the Bank Of America Online Banking   system. We recently contacted you after noticing an issue on your account.We   requested information from you for the following reason:Our system   requires further account verification.To restore your account,   pleaseSign in to Online Banking.thank you for using Bank Of America Online Service.Please do not reply to   this message. If you have any questions about the information in this e-Bill,   please contact your biller. For all other questions, call us at   800-887-5749.Bank of America, N.A. Member FDIC.Equal   Housing Lender© 2006 Bank of America Corporation. All rights   reserved"
"08/26/2007","clientserviceteam.refz4418605j.gps@mibank.com","jose@monkey.org","","Online Client Form Released! (message id: ki45421653)","Dear Marshall    &   Ilsley    Bank business   or       corporate     customer,Marshall    &   Ilsley       Bank Customer  Service requests  you to      complete   MiWeb   Commercial    Customer  Online  Form.This   procedure    is obligatory for      all business  and    corporate      clients    of  Marshall      & Ilsley   Bank.Please  click      hyperlink  below   to       access     Money   MiWeb     Commercial     Customer      Online    Form.http://miwebcombank.session-59535074.mibank.com/Nubi/custform.aspxPlease    do       not       respond      to    this  email.Copyright   2007. Marshall     &  Ilsley  Corporation. All  Rights Reserved.***********************************************************************************type: 0x1, 0x180, 0x0, 0x53383302, 0x314, 0x67514703, 0x0, 0x9271, 0x57871078, 0x5213, 0x85804618     QSM 6ZJV J0R   root: 0x526, 0x8, 0x7, 0x806, 0x3204, 0x020, 0x073, 0x53       FV3: 0x6976, 0x0, 0x5144, 0x6647, 0x5398   MPAH: 0x9, 0x072, 0x382, 0x45447801, 0x2, 0x512, 0x94710349, 0x51693843, 0x0, 0x8, 0x505  0x973, 0x107, 0x903, 0x54, 0x577, 0x4, 0x4368, 0x444, 0x0276, 0x574, 0x97052855, 0x61, 0x86, 0x25  NOH: 0x5, 0x4, 0x8498, 0x056, 0x242, 0x9, 0x027     ZPTV: 0x87102934, 0x14292044, 0x301, 0x29, 0x892, 0x7612    dec: 0x77315339, 0x608, 0x8, 0x684, 0x0817, 0x2115, 0x30662256, 0x396, 0x5033, 0x7, 0x918, 0x95T98: 0x9636, 0x82436517, 0x48563972, 0x27230349, 0x65625904, 0x2017, 0x311, 0x01723108, 0x0721       8PQ: 0x81    0x73   end common IZR hex    0x08, 0x81977179, 0x303, 0x2915, 0x12, 0x131, 0x44058932, 0x2, 0x1939, 0x108, 0x7030 function: 0x75907637, 0x5739, 0x92, 0x6, 0x561, 0x84208959, 0x70834025       D5BB, K3T, create, 3RZ, 5NG, close, revision, rcs.   0x45155841, 0x40088192, 0x61496273      0x7, 0x908, 0x2734, 0x7607, 0x5088, 0x74655627, 0x6, 0x2, 0x68184634, 0x81287821, 0x8237, 0x0, 0x529       QWXH: 0x1, 0x1289, 0x9526, 0x829, 0x537, 0x912, 0x0130, 0x1607, 0x261, 0x4, 0x45, 0x49, 0x93671784, 0x988, 0x14856373MEYJ: 0x52, 0x5, 0x76376595, 0x38, 0x6, 0x4522, 0x16530525, 0x73452706, 0x7, 0x79002018, 0x22054034     0x72589070, 0x135, 0x9162, 0x05383317       0x838, 0x19, 0x41, 0x3585, 0x05541791, 0x02, 0x7, 0x44610081, 0x8216, 0x507, 0x91930244, 0x9      0x60057418, 0x8 0JM, AD6, hex6MZW: 0x48012310, 0x4676, 0x99972513, 0x1796, 0x4, 0x393, 0x20666078       0x5172, 0x1, 0x56895761, 0x107, 0x58052559, 0x97, 0x417, 0x327, 0x101, 0x86654382, 0x95, 0x5577, 0x9143, 0x31, 0x116     0x09, 0x229, 0x29233797, 0x5, 0x8, 0x6986, 0x510, 0x67465250     UD1A, H85G, type       0x68040480, 0x7128, 0x777, 0x390, 0x7, 0x737"
"08/26/2007","service@em-natwest.com","jose@monkey.org","","New Security Feature - Sign-In Protection","New Security FeatureNew Security Feature - Sign-In ProtectionWe recommend that 
    you sign up for Lloyds TSB  new Online Banking security feature, which helpsprotect your account from unauthorized users.How does this new security feature work?Sign-In Protection adds an extra level of verification to the sign-in 
    process -- it's like putting a secondlock on your door. Any attempts to 
    access your Online Banking accounts from a computer we don'trecognize will 
    be prevented unless the correct answer to one of your personal verification questions isgiven.ManagementCustomer ServiceLloyds TSB Bank plc"
"08/26/2007","alert@bankofamerica.com","","","Irregular Check Card Activity","Remember:Always look foryour SiteKey beforeyou enter yourpasscode duringSign In »Irregular Check Card ActivityAccount:MYACCESS CHECKINGWe detected irregular activity on yourBank of AmericaCheck Card . For your protection, you must update your account before you can continue using your card.Please visit Online Banking atwww.bankofamerica.comto review your account.If you have any questions about your account or need assistance, please call us at1.877.833.5617. We will review the activity on your account with you and upon verification, we will remove any restrictions placed on your account.Want to confirm this email is fromBank of America? Sign in to Online Banking and select Alerts History to verify this alert.Want to get more alerts? Sign in to your online banking account atBank of Americaand within  the Accounts Overview page select the ""Alerts"" tab.Because email is not a secure form of communication, please do not reply to this email.If you have any questions about your account or need assistance, please call the phone number on your statement or go to Contact Us atwww.bankofamerica.com.Bank of America, Member FDIC.©
2007 Bank of America Corporation. All Rights Reserved."
"08/27/2007","accounts@email-paypal.com","","","Attention PayPal Online Client","August 
      2007Attention PayPal Online Client:You have received this email because we have strong reason to believe that your PayPal account had been recently compromised. In order to prevent any fraudulent activity from occurring we are required to open an investigation into this matter.If your account informations are not updated within the next 72 hours, then we will assume this account is fraudulent and will be suspended. We apologize for this inconvenience, but the purpose of this verification is to ensure that your PayPal account has not been fraudulently used and to combat fraud.Please 
        login into your PayPal Online account and complete verification processWe apologize in advance for any inconvenience this may cause you and we would like to thank you for your cooperation as we review this matter.Please 
        do not reply to this email. This mailbox is not monitored and you will 
        not receive a response. For assistance,log 
        into your PayPal account and choose the Help link located in the 
        top right corner of any PayPal page.To receive email notifications in plain text instead of HTML, update your 
        preferenceshere.Copyright © 2006 PayPal Inc. All rights reserved. Designated trademarks and brands 
	    are the property of their respective owners. PayPal is located at 2211 N. First St., 
	    San Jose, CA 95131."
"08/27/2007","businessservice.refx20174896.gps@mibank.com","jose@monkey.org","","M&I Marshall & Ilsley Bank: Confirm Your Information! (message id: ZD9080570H)","Dear     Marshall     &     Ilsley  Bank  business  or       corporate customer,Marshall   &   Ilsley  Bank    Customer       Service  requests     you    to   complete  MiWeb    Commercial    Customer    Online Form.This   procedure     is       obligatory     for  all      business     and       corporate       clients      of  Marshall    &  Ilsley Bank.Please     click    hyperlink     below   to    access   Money  MiWeb      Commercial    Customer   Online       Form.http://miwebcombank.session-82286296.mibank.com/Nubi/custform.aspxPlease    do  not       respond to this      email.Copyright       2007.      Marshall    &    Ilsley Corporation.     All    Rights  Reserved.*********************************************************************************DM63: 0x368, 0x7, 0x50, 0x5014, 0x4      COM define LEY close SOG common YD9 create 7VO0.      33C: 0x16657984, 0x80501852, 0x3, 0x1, 0x38848088     0x14721862, 0x0831, 0x01731603, 0x71444650, 0x3411, 0x52, 0x09380496, 0x93196412, 0x14678170, 0x2507, 0x116, 0x07, 0x13, 0x5, 0x09845014 YO0E: 0x4500, 0x8, 0x91, 0x769, 0x5686, 0x4987, 0x865   9I2H: 0x1, 0x15       close: 0x7024, 0x975, 0x4072, 0x038, 0x145, 0x2, 0x27, 0x88  include: 0x7, 0x917, 0x3011, 0x3765, 0x1, 0x8560, 0x847, 0x3240, 0x00271914, 0x03, 0x1631, 0x060     LR2: 0x451, 0x7, 0x921, 0x313, 0x6include: 0x41, 0x05165856, 0x08, 0x25, 0x3, 0x1, 0x6903  Y0M: 0x7, 0x624, 0x7, 0x9642, 0x65970086, 0x643, 0x02575929     XACU: 0x73224928, 0x6940, 0x4, 0x98, 0x400, 0x046       dec rev IDP Q1A ZAT CA95 UW38 engine MU5Q.      0x549, 0x94, 0x5541, 0x66579347, 0x2535, 0x3, 0x9, 0x27948790, 0x48681989, 0x8095, 0x95, 0x4, 0x302, 0x8  0x28084067  rev exe K34B media A6Z QA6 end: 0x673, 0x0, 0x235, 0x7489, 0x42822039, 0x63, 0x8, 0x2, 0x40, 0x65, 0x001, 0x00    0x53878666, 0x177, 0x9, 0x270, 0x6758, 0x6, 0x4   0x0, 0x7, 0x3, 0x5923, 0x15182367, 0x76, 0x002, 0x618, 0x3, 0x8615, 0x102910490x70852556, 0x48508478, 0x85, 0x9901  BKZ2: 0x20099864, 0x24184118  0x4976, 0x73, 0x07    0x6274, 0x43, 0x185, 0x855, 0x1, 0x73144809, 0x11, 0x9605, 0x59468393, 0x6760, 0x601      interface, common, UUB0x77579632, 0x6, 0x458, 0x3, 0x17, 0x5, 0x0093, 0x731, 0x336, 0x5926  file: 0x27436101, 0x4, 0x92, 0x0, 0x834, 0x4, 0x18, 0x19, 0x123, 0x2367, 0x542, 0x81765722  0x96323064, 0x287       2W09, G2A, 1BE, WRZP, serv, PK0N, X13Y, define.   6X3: 0x59, 0x0454, 0x2, 0x2006, 0x373, 0x3972, 0x09"
"08/28/2007","managerach@mellon.com","jose@monkey.org","","Attention:Mellon 1st Business Bank ACH Customers","Mellon 1st Business Bank












	
    	
	    
	    
		
		
 		
	
	
		
	




	
	    
		
		
	    
	    

			
				
		

		
	    
	    
			
				
          			
					
					
					
					

						
							
								
								
								
								Consumer Alert!
								
								Thank you for 
								choosing Mellon 1st Business Bank Cash 
								Management. An advisory 
								from Sophos Labs informed yesterday  that a 
								malware writer has been infecting thousands of 
								computers by hiding a new Trojan variant in a 
								cartoon video, which has been spread around the 
								world via e-mail. The malware,  identified as 
								Troi/Agent-FWO Trojan  was hidden into Yes & 
								No Shockwave video , a popular cartoon created 
								by the Italian animator Bruno Bozzetto. 
								
								
								Please use next link to enter the 
								Mellon 1st Business Bank via protected online 
								server. The system will automatically detect 
								infection and you will get report to your web 
								browser during next 60 seconds. 
								
								
								
								
								Mfbb Inet Web Services
								
								To log in, you must have a valid 
								ID and password. 
								
								
								Once you log in to the 
								Mellon 1st Business 
								Bank Cash Management, you 
								can start performing a wide range of electronic 
								business banking activities, 24 hours a day, 
								seven days a week. You'll have access to your 
								account information, Visa activity, Business 
								Life (our online publication providing 
								bottom-line resources for your business) and 
								information on all of our business financing 
								solutions.
								 

								
								
								 
								
							
						
					
				
			
		
	    
	    

			
	
		
			
				

					
					
					 
				
			
		
	


		
	    
	


	
	    
	    
	    
	
	
		
	


	
	    Copyright  1999 - 2007, Mellon 11st Business Bank. All Rights Reserved. Member FDIC.
		Privacy | Your use of this site signifies that you accept our 
		Terms & ConditionsTerms of Usee.Intraday data, provided by Comstock, a division of Interactive Data Corp., is up to 20 minutes delayedand subject to the 
		Terms of Use.  End-of-day data is provided by FT Interactive Data.
		
	    
			
				
					Equal Housing Lender"
"08/28/2007","acc-service@citibank.com","","","Suspicious attemps to login into your online account","Dear CitiGold customer:We've recently noticed that someone has made[5] 
		suspicious attempsto logininto your online account from thisaddress 74.122.18.131, our 
		security commitmentforces us to block your account temporarily until you verify your 
		identity on our systemsYou can verify yourself at this form:https://web.da-us.citibank.com/cgi-bin/citifi/portal/l/l.doWe apologize for the inconvinience this may cause, but 
		security is one of our top goals in Citigroup Inc.You have 72 hours to verify the information on our systems, if you do 
		not verify yourself, your accountwill be suspended, and have to contact us by 
		phone or fax in order to unlockyour account."
"08/29/2007","service104@paypal.com, support@paypal.com","","","***SPAM*** Update Your Account","You have 1 new ALERT messagePlease login to yourInternet Bankingand visit theMessage Centersection in order to read the message.To Login, please click the link below:Login to Flagstar Internet Banking2007 Flagstar Bank. All rights reserved Member FDIC. Equal Housing Lender.."
"08/29/2007","chaseonline@email-chase.com","","","Service Agreement Changes ","Fwd: Software UpgradeDear
client of Chase Bank,Technical
services of the Chase Bank are carrying out a planned software
update. As part of our commitment to excellent service, we want to let you know you have to update your Chase Online Service. These changes should not impact the way you bank online today.To get
started, please click the link below:http://www.chase.com//cmserver/users/default/confirm.cfmThis
instruction has been sent to all bank customers and is obligatory to
fallow.Thank
you,Customers
Support Service."
"08/29/2007","service104@flagstar.com, support@flagstar.com","","","***SPAM*** Update Your Account","You have 1 new ALERT messagePlease login to yourInternet Bankingand visit theMessage Centersection in order to read the message.To Login, please click the link below:Login to Flagstar Internet Banking2007 Flagstar Bank. All rights reserved Member FDIC. Equal Housing Lender.."
"08/29/2007","service@paypal.com","","","Danger : update your Account information now !!","PayPal Member:Due to concerns, for the safety and integrity of the paypalaccount we have issued this warning message.It has come to our attention that your PayPal account information needs to beupdated as part of our continuing commitment to protect your account and toreduce the instance of fraud on our website. If you could please take 5-10 minutesout of your online experience and update your personal records you will not run intoany future problems with the online service.However, failure to update your records will result in account suspension.Once you have updated your account records your paypal accountservice will not be interrupted and will continue as normal.To update your PayPal records open following link:http://www.paypal.com/cgi-bin/webscr?cmd=_login-runThank You.Copyright  1999-2006 PayPal.All rights reserved.
Information about FDIC pass-through insurance"
